Pcode_Ad_4,Pcode_Ad_3,Pcode_Ad_2,Pcode_Ad_1,Type_Name,Objectid,Codec,Number,Admin1_Nam,Admin2_Nam,Admin3_Nam,Admin4_Nam,Lon_X,Lat_Y
MLI00500111009,MLI00500111,MLI005001,MLI005,Village,13567,51046667,13928,MOPTI,MOPTI,OUROUBE DOUDE,Sendegue,-3.948192,15.261195
MLI00500111010,MLI00500111,MLI005001,MLI005,Village,13568,51046778,13929,MOPTI,MOPTI,OUROUBE DOUDE,Sirifire,-3.885093,15.200500
MLI00500111011,MLI00500111,MLI005001,MLI005,Village,13569,51046889,13930,MOPTI,MOPTI,OUROUBE DOUDE,Tonomina,-3.921843,15.214781
MLI00500111000,MLI00500111,MLI005001,MLI005,Chef-lieu Commune,420,,13931,MOPTI,MOPTI,OUROUBE DOUDE,Sendegue,-3.948192,15.261195
MLI00500112001,MLI00500112,MLI005001,MLI005,Village,13582,51056001,13932,MOPTI,MOPTI,SIO,Boussoura,-4.157456,14.382981
MLI00500112002,MLI00500112,MLI005001,MLI005,Village,13583,51056001,13933,MOPTI,MOPTI,SIO,Hamdallye,-4.142597,14.390982
MLI00500112003,MLI00500112,MLI005001,MLI005,Village,13584,51056001,13934,MOPTI,MOPTI,SIO,Sare-hama,-4.163096,14.392652
MLI00500112004,MLI00500112,MLI005001,MLI005,Village,13585,51056099,13935,MOPTI,MOPTI,SIO,Dio,-4.100777,14.303204
MLI00500112005,MLI00500112,MLI005001,MLI005,Village,13586,51056148,13936,MOPTI,MOPTI,SIO,Karamani,-4.043419,14.327686
MLI00500112006,MLI00500112,MLI005001,MLI005,Village,13587,51056197,13937,MOPTI,MOPTI,SIO,Koloni,-4.142276,14.284502
MLI00500112007,MLI00500112,MLI005001,MLI005,Village,13588,51056197,13938,MOPTI,MOPTI,SIO,Djekoura,-4.128687,14.307964
MLI00500112008,MLI00500112,MLI005001,MLI005,Village,13589,51056246,13939,MOPTI,MOPTI,SIO,Kouna,-4.147026,14.243288
MLI00500112009,MLI00500112,MLI005001,MLI005,Village,13590,51056246,13940,MOPTI,MOPTI,SIO,Allaye Daga Ou Dianat,-4.108307,14.200464
MLI00500112010,MLI00500112,MLI005001,MLI005,Village,13591,51056246,13941,MOPTI,MOPTI,SIO,Banagachi,-4.108477,14.251399
MLI00500112011,MLI00500112,MLI005001,MLI005,Village,13592,51056246,13942,MOPTI,MOPTI,SIO,Kaoubouki Ou N'gaperg,-4.149846,14.208155
MLI00500112012,MLI00500112,MLI005001,MLI005,Village,13593,51056246,13943,MOPTI,MOPTI,SIO,Koka,-4.129097,14.214765
MLI00500112013,MLI00500112,MLI005001,MLI005,Village,13594,51056246,13944,MOPTI,MOPTI,SIO,Korn'ga,-4.121597,14.236247
MLI00500112014,MLI00500112,MLI005001,MLI005,Village,13595,51056246,13945,MOPTI,MOPTI,SIO,Mouna,-4.097947,14.249769
MLI00500112015,MLI00500112,MLI005001,MLI005,Village,13596,51056246,13946,MOPTI,MOPTI,SIO,Yiguina,-4.188456,14.345338
MLI00500112016,MLI00500112,MLI005001,MLI005,Village,13597,51056295,13947,MOPTI,MOPTI,SIO,Mandio,-4.070968,14.239988
MLI00500112017,MLI00500112,MLI005001,MLI005,Village,13598,51056344,13948,MOPTI,MOPTI,SIO,Mankamou,-4.188986,14.336857
MLI00500112018,MLI00500112,MLI005001,MLI005,Village,13599,51056393,13949,MOPTI,MOPTI,SIO,Neima,-4.183756,14.272751
MLI00500112019,MLI00500112,MLI005001,MLI005,Village,13600,51056442,13950,MOPTI,MOPTI,SIO,Nianangaly,-4.013479,14.453118
MLI00500112020,MLI00500112,MLI005001,MLI005,Village,13601,51056491,13951,MOPTI,MOPTI,SIO,Ouornion,-4.086988,14.444667
MLI00500112021,MLI00500112,MLI005001,MLI005,Village,13602,51056540,13952,MOPTI,MOPTI,SIO,Perimpe,-4.082938,14.459169
MLI00500112022,MLI00500112,MLI005001,MLI005,Village,13603,51056589,13953,MOPTI,MOPTI,SIO,Sare-guida,-4.194385,14.365780
MLI00500112023,MLI00500112,MLI005001,MLI005,Village,13604,51056638,13954,MOPTI,MOPTI,SIO,Sare-mabo,-4.189795,14.320765
MLI00500112024,MLI00500112,MLI005001,MLI005,Village,13605,51056687,13955,MOPTI,MOPTI,SIO,Sare-mala,-4.233475,14.313125
MLI00500112025,MLI00500112,MLI005001,MLI005,Village,13606,51056687,13956,MOPTI,MOPTI,SIO,Dakabayo,-4.226825,14.312784
MLI00500112026,MLI00500112,MLI005001,MLI005,Village,13607,51056687,13957,MOPTI,MOPTI,SIO,Dakamamounou,-4.239874,14.314945
MLI00500112027,MLI00500112,MLI005001,MLI005,Village,13608,51056736,13958,MOPTI,MOPTI,SIO,Segue,-4.128237,14.397433
MLI00500112028,MLI00500112,MLI005001,MLI005,Village,13609,51056736,13959,MOPTI,MOPTI,SIO,Diabi,-4.139417,14.391122
MLI00500112029,MLI00500112,MLI005001,MLI005,Village,13610,51056785,13960,MOPTI,MOPTI,SIO,Sinankoro,-4.077398,14.323836
MLI00500112030,MLI00500112,MLI005001,MLI005,Village,13611,51056834,13961,MOPTI,MOPTI,SIO,Somadougou,-4.064828,14.283562
MLI00500112031,MLI00500112,MLI005001,MLI005,Village,13612,51056834,13962,MOPTI,MOPTI,SIO,Dotambougou,-4.059508,14.260730
MLI00500112032,MLI00500112,MLI005001,MLI005,Village,13613,51056834,13963,MOPTI,MOPTI,SIO,N'golobougou,-4.054848,14.305644
MLI00500112033,MLI00500112,MLI005001,MLI005,Village,13614,51056883,13964,MOPTI,MOPTI,SIO,Soufouroulaye,-4.084028,14.401143
MLI00500112034,MLI00500112,MLI005001,MLI005,Village,13615,51056932,13965,MOPTI,MOPTI,SIO,Youre,-4.092688,14.359949
MLI00500112000,MLI00500112,MLI005001,MLI005,Chef-lieu Commune,964,,13966,MOPTI,MOPTI,SIO,Soufouroulaye,-4.084028,14.401143
MLI00500113001,MLI00500113,MLI005001,MLI005,Village,13616,51061001,13967,MOPTI,MOPTI,SOCOURA,Bacoro,-4.086388,14.558538
MLI00500113002,MLI00500113,MLI005001,MLI005,Village,13617,51061036,13968,MOPTI,MOPTI,SOCOURA,Baima,-3.963091,14.533876
MLI00500113003,MLI00500113,MLI005001,MLI005,Village,13618,51061036,13969,MOPTI,MOPTI,SOCOURA,Baima Kessel,-3.951011,14.550288
MLI00500113004,MLI00500113,MLI005001,MLI005,Village,13619,51061036,13970,MOPTI,MOPTI,SOCOURA,Bougue,-3.980070,14.551818
MLI00500113005,MLI00500113,MLI005001,MLI005,Village,13620,51061071,13971,MOPTI,MOPTI,SOCOURA,Barbe,-4.092808,14.493662
MLI00500113006,MLI00500113,MLI005001,MLI005,Village,13621,51061106,13972,MOPTI,MOPTI,SOCOURA,Diamino,-4.177936,14.637295
MLI00500113007,MLI00500113,MLI005001,MLI005,Village,13622,51061141,13973,MOPTI,MOPTI,SOCOURA,Diondiori,-4.115447,14.541897
MLI00500113008,MLI00500113,MLI005001,MLI005,Village,13623,51061176,13974,MOPTI,MOPTI,SOCOURA,Djebitaka,-4.200575,14.438917
MLI00500113009,MLI00500113,MLI005001,MLI005,Village,13624,51061176,13975,MOPTI,MOPTI,SOCOURA,Badaga,-4.202175,14.433116
MLI00500113010,MLI00500113,MLI005001,MLI005,Village,13625,51061176,13976,MOPTI,MOPTI,SOCOURA,Boulabassi,-4.175356,14.405493
MLI00500113011,MLI00500113,MLI005001,MLI005,Village,13626,51061176,13977,MOPTI,MOPTI,SOCOURA,Dakakole,-4.201875,14.429826
MLI00500113012,MLI00500113,MLI005001,MLI005,Village,13627,51061211,13978,MOPTI,MOPTI,SOCOURA,Doundou,-4.046299,14.537586
MLI00500113013,MLI00500113,MLI005001,MLI005,Village,13628,51061211,13979,MOPTI,MOPTI,SOCOURA,Wailirde,-4.078158,14.531046
MLI00500113014,MLI00500113,MLI005001,MLI005,Village,13629,51061246,13980,MOPTI,MOPTI,SOCOURA,Fakarbe,-4.192516,14.612543
MLI00500113015,MLI00500113,MLI005001,MLI005,Village,13630,51061281,13981,MOPTI,MOPTI,SOCOURA,Gnimitongo,-4.176936,14.592561
MLI00500113016,MLI00500113,MLI005001,MLI005,Village,13631,51061316,13982,MOPTI,MOPTI,SOCOURA,Guimbe,-4.209605,14.437626
MLI00500113017,MLI00500113,MLI005001,MLI005,Village,13632,51061351,13983,MOPTI,MOPTI,SOCOURA,Hore-guende,-4.104338,14.496192
MLI00500113018,MLI00500113,MLI005001,MLI005,Village,13633,51061386,13984,MOPTI,MOPTI,SOCOURA,Kobaka,-4.211835,14.527495
MLI00500113019,MLI00500113,MLI005001,MLI005,Village,13634,51061421,13985,MOPTI,MOPTI,SOCOURA,Nantaka,-4.212376,14.539616
MLI00500113020,MLI00500113,MLI005001,MLI005,Village,13635,51061445,13986,MOPTI,MOPTI,SOCOURA,Ibeteme,-4.928641,14.565357
MLI00500113021,MLI00500113,MLI005001,MLI005,Village,13636,51061445,13987,MOPTI,MOPTI,SOCOURA,Kami,-4.214115,14.560368
MLI00500113022,MLI00500113,MLI005001,MLI005,Village,13637,51061445,13988,MOPTI,MOPTI,SOCOURA,Toguere,-4.213375,14.554488
MLI00500113023,MLI00500113,MLI005001,MLI005,Village,13638,51061456,13989,MOPTI,MOPTI,SOCOURA,Nemende,-4.174447,14.661218
MLI00500113024,MLI00500113,MLI005001,MLI005,Village,13639,51061456,13990,MOPTI,MOPTI,SOCOURA,Korkadjo,-4.204516,14.706142
MLI00500113025,MLI00500113,MLI005001,MLI005,Village,13640,51061456,13991,MOPTI,MOPTI,SOCOURA,Lanawoye,-4.202446,14.684710
MLI00500113026,MLI00500113,MLI005001,MLI005,Village,13641,51061491,13992,MOPTI,MOPTI,SOCOURA,Ngoina,-4.048419,14.561079
MLI00500113027,MLI00500113,MLI005001,MLI005,Village,13642,51061526,13993,MOPTI,MOPTI,SOCOURA,Ngomi,-4.262784,14.443617
MLI00500113028,MLI00500113,MLI005001,MLI005,Village,13643,51061526,13994,MOPTI,MOPTI,SOCOURA,Konnadaga,-4.250764,14.452648
MLI00500113029,MLI00500113,MLI005001,MLI005,Village,13644,51061561,13995,MOPTI,MOPTI,SOCOURA,Pare,-4.068929,14.548247
MLI00500113030,MLI00500113,MLI005001,MLI005,Village,13645,51061561,13996,MOPTI,MOPTI,SOCOURA,Dongoro,-4.063588,14.544447
MLI00500113031,MLI00500113,MLI005001,MLI005,Village,13646,51061596,13997,MOPTI,MOPTI,SOCOURA,Poutchy,-4.187286,14.674419
MLI00500113032,MLI00500113,MLI005001,MLI005,Village,13647,51061596,13998,MOPTI,MOPTI,SOCOURA,Bente,-4.185456,14.717763
MLI00500113033,MLI00500113,MLI005001,MLI005,Village,13648,51061596,13999,MOPTI,MOPTI,SOCOURA,Daka Bente,-4.174926,14.718733
MLI00500113034,MLI00500113,MLI005001,MLI005,Village,13649,51061631,14000,MOPTI,MOPTI,SOCOURA,Sakarel,-4.105088,14.564729
MLI00500113035,MLI00500113,MLI005001,MLI005,Village,13650,51061631,14001,MOPTI,MOPTI,SOCOURA,Komogalou,-4.113017,14.552238
MLI00500113036,MLI00500113,MLI005001,MLI005,Village,13651,51061666,14002,MOPTI,MOPTI,SOCOURA,Sangoubaka-bobore,-4.077868,14.582961
MLI00500113037,MLI00500113,MLI005001,MLI005,Village,13652,51061701,14003,MOPTI,MOPTI,SOCOURA,Sare Mah,-4.065208,14.534296
MLI00500113038,MLI00500113,MLI005001,MLI005,Village,13653,51061736,14004,MOPTI,MOPTI,SOCOURA,Sare Seini,-4.244755,14.484651
MLI00500113039,MLI00500113,MLI005001,MLI005,Village,13654,51061771,14005,MOPTI,MOPTI,SOCOURA,Sina,-4.146947,14.605163
MLI00500113040,MLI00500113,MLI005001,MLI005,Village,13655,51061806,14006,MOPTI,MOPTI,SOCOURA,Sinakoro,-4.052419,14.569809
MLI00500113041,MLI00500113,MLI005001,MLI005,Village,13656,51061841,14007,MOPTI,MOPTI,SOCOURA,Socoura,-4.088818,14.545387
MLI00500113042,MLI00500113,MLI005001,MLI005,Village,13657,51061841,14008,MOPTI,MOPTI,SOCOURA,Banikani,-4.091728,14.553498
MLI00500113043,MLI00500113,MLI005001,MLI005,Village,13658,51061876,14009,MOPTI,MOPTI,SOCOURA,Takouti,-4.079868,14.557938
MLI00500113044,MLI00500113,MLI005001,MLI005,Village,13659,51061911,14010,MOPTI,MOPTI,SOCOURA,Tongorongo,-4.167996,14.596342
MLI00500113045,MLI00500113,MLI005001,MLI005,Village,13660,51061946,14011,MOPTI,MOPTI,SOCOURA,Troumou,-4.200046,14.586431
MLI00500113046,MLI00500113,MLI005001,MLI005,Village,13661,51061946,14012,MOPTI,MOPTI,SOCOURA,Dakaboumama,-4.183946,14.601792
MLI00500113047,MLI00500113,MLI005001,MLI005,Village,13662,51061946,14013,MOPTI,MOPTI,SOCOURA,Dakakakolo,-4.183946,14.601792
MLI00500113000,MLI00500113,MLI005001,MLI005,Chef-lieu Commune,944,,14014,MOPTI,MOPTI,SOCOURA,Socoura,-4.091389,14.544723
MLI00500114001,MLI00500114,MLI005001,MLI005,Village,13663,51066001,14015,MOPTI,MOPTI,SOYE,Dankoussa,-4.328882,14.068131
MLI00500114002,MLI00500114,MLI005001,MLI005,Village,13664,51066001,14016,MOPTI,MOPTI,SOYE,Weilla,-4.336482,14.122906
MLI00500114003,MLI00500114,MLI005001,MLI005,Village,13665,51066039,14017,MOPTI,MOPTI,SOYE,Djeme,-4.240054,14.145069
MLI00500114004,MLI00500114,MLI005001,MLI005,Village,13666,51066039,14018,MOPTI,MOPTI,SOYE,Dakawoule,-4.256524,14.114356
MLI00500114005,MLI00500114,MLI005001,MLI005,Village,13667,51066039,14019,MOPTI,MOPTI,SOYE,Tedawouro,-4.221055,14.110595
MLI00500114006,MLI00500114,MLI005001,MLI005,Village,13668,51066077,14020,MOPTI,MOPTI,SOYE,Doubena,-4.193175,14.260480
MLI00500114007,MLI00500114,MLI005001,MLI005,Village,13669,51066115,14021,MOPTI,MOPTI,SOYE,Koumegaka,-4.207135,14.246128
MLI00500114008,MLI00500114,MLI005001,MLI005,Village,13670,51066115,14022,MOPTI,MOPTI,SOYE,Daga,-4.191555,14.263510
MLI00500114009,MLI00500114,MLI005001,MLI005,Village,13671,51066115,14023,MOPTI,MOPTI,SOYE,Yari,-4.220705,14.223286
MLI00500114010,MLI00500114,MLI005001,MLI005,Village,13672,51066153,14024,MOPTI,MOPTI,SOYE,Megou,-4.323822,14.132117
MLI00500114011,MLI00500114,MLI005001,MLI005,Village,13673,51066191,14025,MOPTI,MOPTI,SOYE,Moupa Kabio,-4.276523,14.092613
MLI00500114012,MLI00500114,MLI005001,MLI005,Village,13674,51066191,14026,MOPTI,MOPTI,SOYE,Bouroude,-4.281353,14.062410
MLI00500114013,MLI00500114,MLI005001,MLI005,Village,13675,51066191,14027,MOPTI,MOPTI,SOYE,Kabio,-4.252854,14.067331
MLI00500114014,MLI00500114,MLI005001,MLI005,Village,13676,51066191,14028,MOPTI,MOPTI,SOYE,N'giringara,-4.259264,14.082643
MLI00500114015,MLI00500114,MLI005001,MLI005,Village,13677,51066229,14029,MOPTI,MOPTI,SOYE,Sahona,-4.377612,14.331016
MLI00500114016,MLI00500114,MLI005001,MLI005,Village,13678,51066229,14030,MOPTI,MOPTI,SOYE,Danguere  Sono,-4.467150,14.284521
MLI00500114017,MLI00500114,MLI005001,MLI005,Village,13679,51066267,14031,MOPTI,MOPTI,SOYE,Sanguira,-4.418781,14.289702
MLI00500114018,MLI00500114,MLI005001,MLI005,Village,13680,51066305,14032,MOPTI,MOPTI,SOYE,Sare Balla,-4.228905,14.294303
MLI00500114019,MLI00500114,MLI005001,MLI005,Village,13681,51066343,14033,MOPTI,MOPTI,SOYE,Sare Beydari,-4.197655,14.194363
MLI00500114020,MLI00500114,MLI005001,MLI005,Village,13682,51066419,14034,MOPTI,MOPTI,SOYE,Sare Dina,-4.403671,14.291272
MLI00500114021,MLI00500114,MLI005001,MLI005,Village,13683,51066419,14035,MOPTI,MOPTI,SOYE,Galassina,-4.413401,14.313024
MLI00500114022,MLI00500114,MLI005001,MLI005,Village,13684,51066457,14036,MOPTI,MOPTI,SOYE,Sare Here,-4.319252,14.132817
MLI00500114023,MLI00500114,MLI005001,MLI005,Village,13685,51066495,14037,MOPTI,MOPTI,SOYE,Serre Ibbe,-4.225405,14.255459
MLI00500114024,MLI00500114,MLI005001,MLI005,Village,13686,51066533,14038,MOPTI,MOPTI,SOYE,Seguera,-4.275793,14.127517
MLI00500114025,MLI00500114,MLI005001,MLI005,Village,13687,51066571,14039,MOPTI,MOPTI,SOYE,Singa,-4.224725,14.262120
MLI00500114026,MLI00500114,MLI005001,MLI005,Village,13688,51066609,14040,MOPTI,MOPTI,SOYE,Songopa Ouro Hamadi,-4.267664,14.296493
MLI00500114027,MLI00500114,MLI005001,MLI005,Village,13689,51066647,14041,MOPTI,MOPTI,SOYE,Songopa Ouro Mayo,-4.265804,14.300523
MLI00500114028,MLI00500114,MLI005001,MLI005,Village,13690,51066685,14042,MOPTI,MOPTI,SOYE,Sorguere,-4.269484,14.260490
MLI00500114029,MLI00500114,MLI005001,MLI005,Village,13691,51066685,14043,MOPTI,MOPTI,SOYE,Sarekatjidaga,-4.268844,14.273501
MLI00500114030,MLI00500114,MLI005001,MLI005,Village,13692,51066685,14044,MOPTI,MOPTI,SOYE,Tanga Gnagaye,-4.279074,14.256949
MLI00500114031,MLI00500114,MLI005001,MLI005,Village,13693,51066723,14045,MOPTI,MOPTI,SOYE,Soye,-4.279263,14.227266
MLI00500114032,MLI00500114,MLI005001,MLI005,Village,13694,51066723,14046,MOPTI,MOPTI,SOYE,Kom,-4.297593,14.201814
MLI00500114033,MLI00500114,MLI005001,MLI005,Village,13695,51066723,14047,MOPTI,MOPTI,SOYE,Sare-demba,-4.292863,14.242668
MLI00500114034,MLI00500114,MLI005001,MLI005,Village,13696,51066761,14048,MOPTI,MOPTI,SOYE,Taga,-4.296423,14.215045
MLI00500114035,MLI00500114,MLI005001,MLI005,Village,13697,51066799,14049,MOPTI,MOPTI,SOYE,Teke,-4.270964,14.342627
MLI00500114036,MLI00500114,MLI005001,MLI005,Village,13698,51066837,14050,MOPTI,MOPTI,SOYE,Teketia,-4.202605,14.263330
MLI00500114037,MLI00500114,MLI005001,MLI005,Village,13699,51066875,14051,MOPTI,MOPTI,SOYE,Tondougou,-4.276204,14.361739
MLI00500114038,MLI00500114,MLI005001,MLI005,Village,13700,51066913,14052,MOPTI,MOPTI,SOYE,Toumaye,-4.349692,14.224076
MLI00500114039,MLI00500114,MLI005001,MLI005,Village,13701,51066913,14053,MOPTI,MOPTI,SOYE,Toumaye Ii Ou Toguel,-4.348332,14.290052
MLI00500114040,MLI00500114,MLI005001,MLI005,Village,13702,51066951,14054,MOPTI,MOPTI,SOYE,Toumoura,-4.312043,14.414794
MLI00500114041,MLI00500114,MLI005001,MLI005,Village,17887,51066381,14055,MOPTI,MOPTI,SOYE,Sare Coura,-4.267824,14.104815
MLI00500114000,MLI00500114,MLI005001,MLI005,Chef-lieu Commune,437,,14056,MOPTI,MOPTI,SOYE,Soye,-4.279264,14.227266
MLI00500201001,MLI00500201,MLI005002,MLI005,Village,14304,52091001,14057,MOPTI,BANDIAGARA,BANDIAGARA,Bandiagara,-3.611478,14.346559
MLI00500200000,MLI00500201,MLI005002,MLI005,Chef-lieu Cercle,276,,14058,MOPTI,BANDIAGARA,BANDIAGARA,Bandiagara,-3.608010,14.339003
MLI00500202001,MLI00500202,MLI005002,MLI005,Village,13713,52005001,14059,MOPTI,BANDIAGARA,BARA SARA,Ama,-3.747574,14.088294
MLI00500202002,MLI00500202,MLI005002,MLI005,Village,13714,52005001,14060,MOPTI,BANDIAGARA,BARA SARA,Senguitiede,-3.845692,14.151460
MLI00500202003,MLI00500202,MLI005002,MLI005,Village,13715,52005044,14061,MOPTI,BANDIAGARA,BARA SARA,Diallo,-3.860902,14.174702
MLI00500202004,MLI00500202,MLI005002,MLI005,Village,13716,52005044,14062,MOPTI,BANDIAGARA,BARA SARA,Boule,-3.783664,14.147149
MLI00500202005,MLI00500202,MLI005002,MLI005,Village,13717,52005044,14063,MOPTI,BANDIAGARA,BARA SARA,Kakarakaye,-3.851022,14.187643
MLI00500202006,MLI00500202,MLI005002,MLI005,Village,13718,52005044,14064,MOPTI,BANDIAGARA,BARA SARA,Tekenda,-3.861042,14.168551
MLI00500202007,MLI00500202,MLI005002,MLI005,Village,13719,52005087,14065,MOPTI,BANDIAGARA,BARA SARA,Dogobala,-3.808093,14.173732
MLI00500202008,MLI00500202,MLI005002,MLI005,Village,13720,52005130,14066,MOPTI,BANDIAGARA,BARA SARA,Eguela-dou,-3.704085,14.203615
MLI00500202009,MLI00500202,MLI005002,MLI005,Village,13721,52005173,14067,MOPTI,BANDIAGARA,BARA SARA,Eguela-leye,-3.697826,14.205425
MLI00500202010,MLI00500202,MLI005002,MLI005,Village,13722,52005216,14068,MOPTI,BANDIAGARA,BARA SARA,Elle,-3.654996,14.132428
MLI00500202011,MLI00500202,MLI005002,MLI005,Village,13723,52005216,14069,MOPTI,BANDIAGARA,BARA SARA,Nema,-3.623887,14.107396
MLI00500202012,MLI00500202,MLI005002,MLI005,Village,13724,52005259,14070,MOPTI,BANDIAGARA,BARA SARA,Fangadougou,-4.063968,14.150239
MLI00500202013,MLI00500202,MLI005002,MLI005,Village,13725,52005302,14071,MOPTI,BANDIAGARA,BARA SARA,Gani,-3.788553,14.043580
MLI00500202014,MLI00500202,MLI005002,MLI005,Village,13726,52005302,14072,MOPTI,BANDIAGARA,BARA SARA,Garni-leye,-3.775954,14.029438
MLI00500202015,MLI00500202,MLI005002,MLI005,Village,13727,52005345,14073,MOPTI,BANDIAGARA,BARA SARA,Garou-dow,-3.753744,14.020757
MLI00500202016,MLI00500202,MLI005002,MLI005,Village,13728,52005388,14074,MOPTI,BANDIAGARA,BARA SARA,Garou-leye,-3.740674,14.014127
MLI00500202017,MLI00500202,MLI005002,MLI005,Village,13729,52005431,14075,MOPTI,BANDIAGARA,BARA SARA,Komo,-3.652336,14.183233
MLI00500202018,MLI00500202,MLI005002,MLI005,Village,13730,52005431,14076,MOPTI,BANDIAGARA,BARA SARA,Madina,-3.655786,14.191264
MLI00500202019,MLI00500202,MLI005002,MLI005,Village,13731,52005474,14077,MOPTI,BANDIAGARA,BARA SARA,Mandali,-3.780963,14.055591
MLI00500202020,MLI00500202,MLI005002,MLI005,Village,13732,52005474,14078,MOPTI,BANDIAGARA,BARA SARA,Wale,-3.843752,14.067412
MLI00500202021,MLI00500202,MLI005002,MLI005,Village,13733,52005517,14079,MOPTI,BANDIAGARA,BARA SARA,Monobombo,-3.747554,14.231118
MLI00500202022,MLI00500202,MLI005002,MLI005,Village,13734,52005560,14080,MOPTI,BANDIAGARA,BARA SARA,Nomono,-3.844932,14.133388
MLI00500202023,MLI00500202,MLI005002,MLI005,Village,13735,52005603,14081,MOPTI,BANDIAGARA,BARA SARA,Ouo-guina,-3.803253,14.090474
MLI00500202024,MLI00500202,MLI005002,MLI005,Village,13736,52005646,14082,MOPTI,BANDIAGARA,BARA SARA,Ouo-ouro,-3.800003,14.082973
MLI00500202025,MLI00500202,MLI005002,MLI005,Village,13737,52005689,14083,MOPTI,BANDIAGARA,BARA SARA,Ouo-sarre,-3.789293,14.100365
MLI00500202026,MLI00500202,MLI005002,MLI005,Village,13738,52005732,14084,MOPTI,BANDIAGARA,BARA SARA,Perou,-4.078687,14.108155
MLI00500202027,MLI00500202,MLI005002,MLI005,Village,13739,52005775,14085,MOPTI,BANDIAGARA,BARA SARA,Simoye,-3.733365,14.123537
MLI00500202028,MLI00500202,MLI005002,MLI005,Village,13740,52005775,14086,MOPTI,BANDIAGARA,BARA SARA,Ganassagou,-3.753604,14.120357
MLI00500202029,MLI00500202,MLI005002,MLI005,Village,13741,52005775,14087,MOPTI,BANDIAGARA,BARA SARA,Simeyekanda,-3.735995,14.183313
MLI00500202030,MLI00500202,MLI005002,MLI005,Village,13742,52005818,14088,MOPTI,BANDIAGARA,BARA SARA,Songobia,-3.776374,14.144739
MLI00500202031,MLI00500202,MLI005002,MLI005,Village,13743,52005861,14089,MOPTI,BANDIAGARA,BARA SARA,Tiara,-4.092977,14.139568
MLI00500202032,MLI00500202,MLI005002,MLI005,Village,13744,52005904,14090,MOPTI,BANDIAGARA,BARA SARA,Tiokani,-4.092087,14.122847
MLI00500202033,MLI00500202,MLI005002,MLI005,Village,13745,52005947,14091,MOPTI,BANDIAGARA,BARA SARA,Toumouni,-3.733265,14.076953
MLI00500202034,MLI00500202,MLI005002,MLI005,Village,13746,52005947,14092,MOPTI,BANDIAGARA,BARA SARA,Gorai,-3.843282,14.067542
MLI00500202000,MLI00500202,MLI005002,MLI005,Chef-lieu Commune,286,,14093,MOPTI,BANDIAGARA,BARA SARA,Ouo-Sarre,-3.789293,14.100365
MLI00500203001,MLI00500203,MLI005002,MLI005,Village,13747,52009001,14094,MOPTI,BANDIAGARA,BORKO,Borko,-3.355204,14.947097
MLI00500203002,MLI00500203,MLI005002,MLI005,Village,13748,52009001,14095,MOPTI,BANDIAGARA,BORKO,Nomgoro,-3.358804,14.966068
MLI00500203003,MLI00500203,MLI005002,MLI005,Village,13749,52009200,14096,MOPTI,BANDIAGARA,BORKO,Dempari,-3.370234,15.039165
MLI00500203004,MLI00500203,MLI005002,MLI005,Village,13750,52009399,14097,MOPTI,BANDIAGARA,BORKO,Mello,-3.394423,14.967378
MLI00500203005,MLI00500203,MLI005002,MLI005,Village,13751,52009598,14098,MOPTI,BANDIAGARA,BORKO,Some-timtam,-3.356482,14.015208
MLI00500203006,MLI00500203,MLI005002,MLI005,Village,13752,52009797,14099,MOPTI,BANDIAGARA,BORKO,Tim-tam,-3.346034,14.937706
MLI00500203007,MLI00500203,MLI005002,MLI005,Village,13753,52009797,14100,MOPTI,BANDIAGARA,BORKO,Oume,-3.362314,14.908263
MLI00500203000,MLI00500203,MLI005002,MLI005,Chef-lieu Commune,870,,14101,MOPTI,BANDIAGARA,BORKO,Borko,-3.354780,14.949900
MLI00500204001,MLI00500204,MLI005002,MLI005,Village,13754,52013001,14102,MOPTI,BANDIAGARA,DANDOLI,Dandoli,-3.545769,14.395464
MLI00500204002,MLI00500204,MLI005002,MLI005,Village,13755,52013072,14103,MOPTI,BANDIAGARA,DANDOLI,Dioubairou,-3.537359,14.315006
MLI00500204003,MLI00500204,MLI005002,MLI005,Village,13756,52013143,14104,MOPTI,BANDIAGARA,DANDOLI,Gologou,-3.516990,14.399794
MLI00500204004,MLI00500204,MLI005002,MLI005,Village,13757,52013143,14105,MOPTI,BANDIAGARA,DANDOLI,Golokou,-3.514510,14.405885
MLI00500204005,MLI00500204,MLI005002,MLI005,Village,13758,52013214,14106,MOPTI,BANDIAGARA,DANDOLI,Guinoyalema,-3.455351,14.416266
MLI00500204006,MLI00500204,MLI005002,MLI005,Village,13759,52013214,14107,MOPTI,BANDIAGARA,DANDOLI,Doubagou,-3.450721,14.431667
MLI00500204007,MLI00500204,MLI005002,MLI005,Village,13760,52013285,14108,MOPTI,BANDIAGARA,DANDOLI,Kolontanga,-3.528549,14.331537
MLI00500204008,MLI00500204,MLI005002,MLI005,Village,13761,52013356,14109,MOPTI,BANDIAGARA,DANDOLI,Lougourougoumbo,-3.457001,14.408225
MLI00500204009,MLI00500204,MLI005002,MLI005,Village,13762,52013356,14110,MOPTI,BANDIAGARA,DANDOLI,Dagabida,-3.445791,14.411155
MLI00500204010,MLI00500204,MLI005002,MLI005,Village,13763,52013427,14111,MOPTI,BANDIAGARA,DANDOLI,Ouolo-ouolo,-3.515939,14.332068
