Pcode_Ad_4,Pcode_Ad_3,Pcode_Ad_2,Pcode_Ad_1,Type_Name,Objectid,Codec,Number,Admin1_Nam,Admin2_Nam,Admin3_Nam,Admin4_Nam,Lon_X,Lat_Y
MLI00100101001,MLI00100101,MLI001001,MLI001,Village,1,11001001,1,KAYES,KAYES,BANGASSI,Bambela,-11.573710,14.631105
MLI00100101002,MLI00100101,MLI001001,MLI001,Village,2,11001072,2,KAYES,KAYES,BANGASSI,Bangassi-doudou,-11.488281,14.538516
MLI00100101003,MLI00100101,MLI001001,MLI001,Village,3,11001143,3,KAYES,KAYES,BANGASSI,Bangassi-doudou-maure,-11.488111,14.545387
MLI00100101004,MLI00100101,MLI001001,MLI001,Village,4,11001214,4,KAYES,KAYES,BANGASSI,Bangassi-gopela,-11.508051,14.483951
MLI00100101005,MLI00100101,MLI001001,MLI001,Village,5,11001285,5,KAYES,KAYES,BANGASSI,Bangassi-liberte,-11.508801,14.490311
MLI00100101006,MLI00100101,MLI001001,MLI001,Village,6,11001356,6,KAYES,KAYES,BANGASSI,Bangassi Maure,-11.472672,14.557038
MLI00100101007,MLI00100101,MLI001001,MLI001,Village,7,11001427,7,KAYES,KAYES,BANGASSI,Bangassi-nango,-11.507441,14.491871
MLI00100101008,MLI00100101,MLI001001,MLI001,Village,8,11001498,8,KAYES,KAYES,BANGASSI,Diakalel,-11.457542,14.459428
MLI00100101009,MLI00100101,MLI001001,MLI001,Village,9,11001569,9,KAYES,KAYES,BANGASSI,Djiguidian-gopela,-11.482631,14.472250
MLI00100101010,MLI00100101,MLI001001,MLI001,Village,10,11001640,10,KAYES,KAYES,BANGASSI,Djiguidian-peulhs,-11.480921,14.476530
MLI00100101011,MLI00100101,MLI001001,MLI001,Village,11,11001711,11,KAYES,KAYES,BANGASSI,Guemou,-11.583259,14.610663
MLI00100101012,MLI00100101,MLI001001,MLI001,Village,12,11001782,12,KAYES,KAYES,BANGASSI,Madinel,-11.526110,14.485481
MLI00100101013,MLI00100101,MLI001001,MLI001,Village,13,11001853,13,KAYES,KAYES,BANGASSI,Segue-maure,-11.404613,14.502463
MLI00100101014,MLI00100101,MLI001001,MLI001,Village,14,11001924,14,KAYES,KAYES,BANGASSI,Sinthiane,-11.461972,14.491621
MLI00100101000,MLI00100101,MLI001001,MLI001,Chef-lieu Commune,957,,15,KAYES,KAYES,BANGASSI,Bangassi,-11.487500,14.540556
MLI00100102001,MLI00100102,MLI001001,MLI001,Village,15,11004001,16,KAYES,KAYES,COLOMBINE,Diabougou,-11.281846,14.437207
MLI00100102002,MLI00100102,MLI001001,MLI001,Village,16,11004112,17,KAYES,KAYES,COLOMBINE,Dialane,-11.172598,14.532866
MLI00100102003,MLI00100102,MLI001001,MLI001,Village,17,11004223,18,KAYES,KAYES,COLOMBINE,Gamera,-11.101790,14.467960
MLI00100102004,MLI00100102,MLI001001,MLI001,Village,18,11004334,19,KAYES,KAYES,COLOMBINE,Kabate,-11.211147,14.508933
MLI00100102005,MLI00100102,MLI001001,MLI001,Village,19,11004445,20,KAYES,KAYES,COLOMBINE,Kanamakounou,-11.197018,14.445337
MLI00100102006,MLI00100102,MLI001001,MLI001,Village,20,11004445,21,KAYES,KAYES,COLOMBINE,Segouroume,-11.199717,14.413464
MLI00100102007,MLI00100102,MLI001001,MLI001,Village,21,11004556,22,KAYES,KAYES,COLOMBINE,Kouroukoula,-11.224527,14.460639
MLI00100102008,MLI00100102,MLI001001,MLI001,Village,22,11004667,23,KAYES,KAYES,COLOMBINE,Tafacirga,-11.120149,14.481991
MLI00100102009,MLI00100102,MLI001001,MLI001,Village,23,11004667,24,KAYES,KAYES,COLOMBINE,Dioumou,-11.123879,14.418825
MLI00100102010,MLI00100102,MLI001001,MLI001,Village,24,11004778,25,KAYES,KAYES,COLOMBINE,Takoutalla,-11.255496,14.450058
MLI00100102011,MLI00100102,MLI001001,MLI001,Village,25,11004889,26,KAYES,KAYES,COLOMBINE,Wahiguilou,-11.292066,14.459699
MLI00100102000,MLI00100102,MLI001001,MLI001,Chef-lieu Commune,75,,27,KAYES,KAYES,COLOMBINE,Kabate,-11.211147,14.508933
MLI00100103001,MLI00100103,MLI001001,MLI001,Village,26,11007001,28,KAYES,KAYES,DIAMOU,Bagouko,-11.214037,13.987514
MLI00100103002,MLI00100103,MLI001001,MLI001,Village,27,11007040,29,KAYES,KAYES,DIAMOU,Balandougou,-11.243546,14.124787
MLI00100103003,MLI00100103,MLI001001,MLI001,Village,28,11007079,30,KAYES,KAYES,DIAMOU,Bangassi,-11.229957,14.197224
MLI00100103004,MLI00100103,MLI001001,MLI001,Village,29,11007118,31,KAYES,KAYES,DIAMOU,Bouroukoun,-11.223846,14.029558
MLI00100103005,MLI00100103,MLI001001,MLI001,Village,30,11007157,32,KAYES,KAYES,DIAMOU,Diadieya,-11.056030,14.251119
MLI00100103006,MLI00100103,MLI001001,MLI001,Village,31,11007196,33,KAYES,KAYES,DIAMOU,Diamou,-11.261326,14.085763
MLI00100103007,MLI00100103,MLI001001,MLI001,Village,32,11007196,34,KAYES,KAYES,DIAMOU,Tounremoussoya,-11.250946,14.065291
MLI00100103008,MLI00100103,MLI001001,MLI001,Village,33,11007235,35,KAYES,KAYES,DIAMOU,Dinguira-almamya,-11.239486,14.170661
MLI00100103009,MLI00100103,MLI001001,MLI001,Village,34,11007274,36,KAYES,KAYES,DIAMOU,Douroun,-11.122159,14.075952
MLI00100103010,MLI00100103,MLI001001,MLI001,Village,35,11007313,37,KAYES,KAYES,DIAMOU,Drameko,-11.041270,14.114776
MLI00100103011,MLI00100103,MLI001001,MLI001,Village,36,11007352,38,KAYES,KAYES,DIAMOU,Fanga,-11.227637,14.213195
MLI00100103012,MLI00100103,MLI001001,MLI001,Village,37,11007391,39,KAYES,KAYES,DIAMOU,Foukara Rive Gauche,-11.074390,13.960561
MLI00100103013,MLI00100103,MLI001001,MLI001,Village,38,11007391,40,KAYES,KAYES,DIAMOU,Tambafara,-11.113339,13.931919
MLI00100103014,MLI00100103,MLI001001,MLI001,Village,39,11007430,41,KAYES,KAYES,DIAMOU,Foukara-ile,-11.070720,13.957681
MLI00100103015,MLI00100103,MLI001001,MLI001,Village,40,11007430,42,KAYES,KAYES,DIAMOU,Banganora,-11.121899,14.019027
MLI00100103016,MLI00100103,MLI001001,MLI001,Village,41,11007430,43,KAYES,KAYES,DIAMOU,Dougou,-11.070130,13.977093
MLI00100103017,MLI00100103,MLI001001,MLI001,Village,42,11007469,44,KAYES,KAYES,DIAMOU,Galougo,-11.055080,13.840410
MLI00100103018,MLI00100103,MLI001001,MLI001,Village,43,11007508,45,KAYES,KAYES,DIAMOU,Hamaya,-11.242116,14.056690
MLI00100103019,MLI00100103,MLI001001,MLI001,Village,44,11007547,46,KAYES,KAYES,DIAMOU,Illimalo,-11.058560,14.173892
MLI00100103020,MLI00100103,MLI001001,MLI001,Village,45,11007547,47,KAYES,KAYES,DIAMOU,Soukoutali,-11.046750,14.166071
MLI00100103021,MLI00100103,MLI001001,MLI001,Village,46,11007586,48,KAYES,KAYES,DIAMOU,Karaya,-11.234776,14.227547
MLI00100103022,MLI00100103,MLI001001,MLI001,Village,47,11007625,49,KAYES,KAYES,DIAMOU,Logoba,-11.228507,14.077292
MLI00100103023,MLI00100103,MLI001001,MLI001,Village,48,11007664,50,KAYES,KAYES,DIAMOU,Makadenia,-11.232956,14.100495
MLI00100103024,MLI00100103,MLI001001,MLI001,Village,49,11007703,51,KAYES,KAYES,DIAMOU,Makania,-11.153058,14.075712
MLI00100103025,MLI00100103,MLI001001,MLI001,Village,50,11007742,52,KAYES,KAYES,DIAMOU,Moulintako,-11.049970,14.199864
MLI00100103026,MLI00100103,MLI001001,MLI001,Village,51,11007781,53,KAYES,KAYES,DIAMOU,Saboucire Lakafia,-11.055030,14.195804
MLI00100103027,MLI00100103,MLI001001,MLI001,Village,52,11007820,54,KAYES,KAYES,DIAMOU,Takoutala,-11.210067,14.061931
MLI00100103028,MLI00100103,MLI001001,MLI001,Village,53,11007859,55,KAYES,KAYES,DIAMOU,Thematessou,-11.228896,14.055730
MLI00100103029,MLI00100103,MLI001001,MLI001,Village,54,11007898,56,KAYES,KAYES,DIAMOU,Tinkin,-11.287145,14.020977
MLI00100103030,MLI00100103,MLI001001,MLI001,Village,55,11007937,57,KAYES,KAYES,DIAMOU,Wassangara,-11.369033,13.917117
MLI00100103031,MLI00100103,MLI001001,MLI001,Village,56,11007937,58,KAYES,KAYES,DIAMOU,Koladounka,-11.257966,13.933569
MLI00100103000,MLI00100103,MLI001001,MLI001,Chef-lieu Commune,60,,59,KAYES,KAYES,DIAMOU,Diamou,-11.261326,14.085763
MLI00100104001,MLI00100104,MLI001001,MLI001,Village,57,11010001,60,KAYES,KAYES,DJELEBOU,Aourou,-11.589100,14.960896
MLI00100104002,MLI00100104,MLI001001,MLI001,Village,58,11010091,61,KAYES,KAYES,DJELEBOU,Dindinaye,-11.464452,14.993549
MLI00100104003,MLI00100104,MLI001001,MLI001,Village,59,11010181,62,KAYES,KAYES,DJELEBOU,Horognewo,-11.687708,14.936103
MLI00100104004,MLI00100104,MLI001001,MLI001,Village,60,11010271,63,KAYES,KAYES,DJELEBOU,Leya,-11.830465,15.102319
MLI00100104005,MLI00100104,MLI001001,MLI001,Village,61,11010361,64,KAYES,KAYES,DJELEBOU,Melga-soninke,-11.789635,14.900010
MLI00100104006,MLI00100104,MLI001001,MLI001,Village,62,11010451,65,KAYES,KAYES,DJELEBOU,Melga-toucouleur,-11.790995,14.898290
MLI00100104007,MLI00100104,MLI001001,MLI001,Village,63,11010541,66,KAYES,KAYES,DJELEBOU,Nattaly,-11.759856,15.060645
MLI00100104008,MLI00100104,MLI001001,MLI001,Village,64,11010631,67,KAYES,KAYES,DJELEBOU,Sambawanssi,-11.645168,14.918352
MLI00100104009,MLI00100104,MLI001001,MLI001,Village,65,11010721,68,KAYES,KAYES,DJELEBOU,Sareyero,-11.712427,14.931673
MLI00100104010,MLI00100104,MLI001001,MLI001,Village,66,11010811,69,KAYES,KAYES,DJELEBOU,Serenaty,-11.728017,14.914591
MLI00100104011,MLI00100104,MLI001001,MLI001,Village,67,11010901,70,KAYES,KAYES,DJELEBOU,Tichy Ambidedi,-11.794285,14.990398
MLI00100104000,MLI00100104,MLI001001,MLI001,Chef-lieu Commune,59,,71,KAYES,KAYES,DJELEBOU,Aourou,-11.589100,14.960896
MLI00100105001,MLI00100105,MLI001001,MLI001,Village,68,11013999,72,KAYES,KAYES,FALEME,Arame,-12.185896,14.562477
MLI00100105002,MLI00100105,MLI001001,MLI001,Village,69,11013998,73,KAYES,KAYES,FALEME,Djani,-11.807515,14.593861
MLI00100105003,MLI00100105,MLI001001,MLI001,Village,70,11013001,74,KAYES,KAYES,FALEME,Dakassenou,-12.013850,14.285901
MLI00100105004,MLI00100105,MLI001001,MLI001,Village,71,11013125,75,KAYES,KAYES,FALEME,Diabougou,-12.214416,14.537895
MLI00100105005,MLI00100105,MLI001001,MLI001,Village,72,11013249,76,KAYES,KAYES,FALEME,Bolibana,-12.196926,14.476059
MLI00100105006,MLI00100105,MLI001001,MLI001,Village,73,11013373,77,KAYES,KAYES,FALEME,Diboli,-12.200116,14.450637
MLI00100105007,MLI00100105,MLI001001,MLI001,Village,74,11013497,78,KAYES,KAYES,FALEME,Degui,-12.121328,14.369069
MLI00100105008,MLI00100105,MLI001001,MLI001,Village,75,11013621,79,KAYES,KAYES,FALEME,Fouroukarane,-12.197976,14.412443
MLI00100105009,MLI00100105,MLI001001,MLI001,Village,76,11013745,80,KAYES,KAYES,FALEME,Naye-peulh,-12.200106,14.415203
MLI00100105010,MLI00100105,MLI001001,MLI001,Village,17872,11013249,81,KAYES,KAYES,FALEME,Dialambi,-12.214636,14.510752
MLI00100105000,MLI00100105,MLI001001,MLI001,Chef-lieu Commune,57,,82,KAYES,KAYES,FALEME,Diboli,-12.200116,14.450637
MLI00100106001,MLI00100106,MLI001001,MLI001,Village,1492,11092001,83,KAYES,KAYES,FEGUI,Fegui,-12.146807,14.621023
MLI00100106000,MLI00100106,MLI001001,MLI001,Chef-lieu Commune,38,,84,KAYES,KAYES,FEGUI,Fegui,-12.146807,14.621023
MLI00100107001,MLI00100107,MLI001001,MLI001,Village,77,11016001,85,KAYES,KAYES,GORY GOPELA,Bougoutinti-gopela,-11.348724,14.566089
MLI00100107002,MLI00100107,MLI001001,MLI001,Village,78,11016167,86,KAYES,KAYES,GORY GOPELA,Dag-dag,-11.431133,14.582390
MLI00100107003,MLI00100107,MLI001001,MLI001,Village,79,11016167,87,KAYES,KAYES,GORY GOPELA,Dibe,-11.461842,14.661117
MLI00100107004,MLI00100107,MLI001001,MLI001,Village,80,11016499,88,KAYES,KAYES,GORY GOPELA,Gory Gopela,-11.336605,14.613973
MLI00100107005,MLI00100107,MLI001001,MLI001,Village,81,11016665,89,KAYES,KAYES,GORY GOPELA,Koumafara,-11.348915,14.712702
MLI00100107006,MLI00100107,MLI001001,MLI001,Village,82,11016831,90,KAYES,KAYES,GORY GOPELA,Tichy Gansoye,-11.340855,14.653097
MLI00100107000,MLI00100107,MLI001001,MLI001,Chef-lieu Commune,503,,91,KAYES,KAYES,GORY GOPELA,Gory Gopela,-11.337222,14.615000
MLI00100108001,MLI00100108,MLI001001,MLI001,Village,1493,11093001,92,KAYES,KAYES,GOUMERA,Goumera,-11.299006,14.556088
MLI00100108000,MLI00100108,MLI001001,MLI001,Chef-lieu Commune,76,,93,KAYES,KAYES,GOUMERA,Goumera,-11.299006,14.556088
MLI00100109001,MLI00100109,MLI001001,MLI001,Village,83,11019001,94,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Ambidedi Rive Droite,-11.756866,14.584700
MLI00100109002,MLI00100109,MLI001001,MLI001,Village,1162,11019100,95,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Boko Diomby,-11.876003,14.828943
MLI00100109003,MLI00100109,MLI001001,MLI001,Village,1163,11019199,96,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Bokoro,-11.735256,14.666448
MLI00100109004,MLI00100109,MLI001001,MLI001,Village,1164,11019298,97,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Bouillagui,-11.791335,14.806121
MLI00100109005,MLI00100109,MLI001001,MLI001,Village,1165,11019397,98,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Gagny,-11.688447,14.587120
MLI00100109006,MLI00100109,MLI001001,MLI001,Village,1166,11019496,99,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Gakoura Rive Droite,-11.841544,14.610092
MLI00100109007,MLI00100109,MLI001001,MLI001,Village,1167,11019595,100,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Gounala,-11.974421,14.663037
MLI00100109008,MLI00100109,MLI001001,MLI001,Village,1168,11019694,101,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Diomba,-11.855244,14.665177
MLI00100109009,MLI00100109,MLI001001,MLI001,Village,1169,11019793,102,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Sekekete Gagny,-11.646608,14.642005
MLI00100109010,MLI00100109,MLI001001,MLI001,Village,1170,11019892,103,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Troula,-11.671628,14.758506
MLI00100109000,MLI00100109,MLI001001,MLI001,Chef-lieu Commune,949,,104,KAYES,KAYES,GUIDIMAKAN KERI KAFFO,Gakoura Rive Droite,-11.840834,14.612223
MLI00100110001,MLI00100110,MLI001001,MLI001,Village,1171,11022001,105,KAYES,KAYES,HAWA DEMBAYA,Bangassi,-11.351024,14.344408
MLI00100110002,MLI00100110,MLI001001,MLI001,Village,1172,11022100,106,KAYES,KAYES,HAWA DEMBAYA,Boteguekourou,-11.455342,14.379011
MLI00100110003,MLI00100110,MLI001001,MLI001,Village,1173,11022199,107,KAYES,KAYES,HAWA DEMBAYA,Fatola,-11.312925,14.353809
MLI00100110004,MLI00100110,MLI001001,MLI001,Village,1174,11022298,108,KAYES,KAYES,HAWA DEMBAYA,Kafa,-11.368244,14.320655
MLI00100110005,MLI00100110,MLI001001,MLI001,Village,1175,11022298,109,KAYES,KAYES,HAWA DEMBAYA,Serme,-11.364144,14.272951
MLI00100110006,MLI00100110,MLI001001,MLI001,Village,1176,11022397,110,KAYES,KAYES,HAWA DEMBAYA,Kegnou,-11.380824,14.403143
MLI00100110007,MLI00100110,MLI001001,MLI001,Village,1177,11022496,111,KAYES,KAYES,HAWA DEMBAYA,Kounda,-11.321475,14.340267
MLI00100110008,MLI00100110,MLI001001,MLI001,Village,1178,11022595,112,KAYES,KAYES,HAWA DEMBAYA,Lomba,-11.276446,14.402503
MLI00100110009,MLI00100110,MLI001001,MLI001,Village,1179,11022694,113,KAYES,KAYES,HAWA DEMBAYA,Lontou,-11.344524,14.344068
MLI00100110010,MLI00100110,MLI001001,MLI001,Village,1180,11022793,114,KAYES,KAYES,HAWA DEMBAYA,Mamoudiya,-11.334834,14.343768
MLI00100110011,MLI00100110,MLI001001,MLI001,Village,1181,11022892,115,KAYES,KAYES,HAWA DEMBAYA,Medine,-11.365094,14.371640
MLI00100110012,MLI00100110,MLI001001,MLI001,Village,1182,11022892,116,KAYES,KAYES,HAWA DEMBAYA,Embranchement,-11.390733,14.382591
MLI00100110000,MLI00100110,MLI001001,MLI001,Chef-lieu Commune,56,,117,KAYES,KAYES,HAWA DEMBAYA,Medine,-11.365094,14.371640
MLI00100111001,MLI00100111,MLI001001,MLI001,Village,1183,11025001,118,KAYES,KAYES,KARAKORO,Aite,-11.644849,15.086667
MLI00100111002,MLI00100111,MLI001001,MLI001,Village,1184,11025143,119,KAYES,KAYES,KARAKORO,Boutinguisse,-11.652368,15.146163
MLI00100111003,MLI00100111,MLI001001,MLI001,Village,1185,11025143,120,KAYES,KAYES,KARAKORO,Demba Diarra,-11.540601,15.246533
MLI00100111004,MLI00100111,MLI001001,MLI001,Village,1186,11025143,121,KAYES,KAYES,KARAKORO,Hamdallaye,-11.500522,15.241002
MLI00100111005,MLI00100111,MLI001001,MLI001,Village,1187,11025285,122,KAYES,KAYES,KARAKORO,Kalinioro,-11.754067,15.357893
MLI00100111006,MLI00100111,MLI001001,MLI001,Village,1188,11025427,123,KAYES,KAYES,KARAKORO,Souena-gandega,-11.752786,15.182476
MLI00100111007,MLI00100111,MLI001001,MLI001,Village,1189,11025569,124,KAYES,KAYES,KARAKORO,Souena-soumare,-11.784646,15.184527
MLI00100111008,MLI00100111,MLI001001,MLI001,Village,1190,11025711,125,KAYES,KAYES,KARAKORO,Souena-toucouleur,-11.783786,15.184727
MLI00100111009,MLI00100111,MLI001001,MLI001,Village,1191,11025853,126,KAYES,KAYES,KARAKORO,Teichibe,-11.707277,15.270375
MLI00100111000,MLI00100111,MLI001001,MLI001,Chef-lieu Commune,497,,127,KAYES,KAYES,KARAKORO,Kalinioro,-11.754167,15.360278
MLI00100112001,MLI00100112,MLI001001,MLI001,Village,1487,11091001,128,KAYES,KAYES,COMMUNE DE KAYES,Kayes-Ndi,-11.441432,14.457848
MLI00100112002,MLI00100112,MLI001001,MLI001,Village,1488,11091200,129,KAYES,KAYES,COMMUNE DE KAYES,Khasso-quinzambougou Diabougou,-11.428322,14.443147
MLI00100112003,MLI00100112,MLI001001,MLI001,Village,1489,11091399,130,KAYES,KAYES,COMMUNE DE KAYES,Legal-segou-quarantaine,-11.450532,14.451408
MLI00100112004,MLI00100112,MLI001001,MLI001,Village,1490,11091598,131,KAYES,KAYES,COMMUNE DE KAYES,Liberte,-11.436312,14.441017
MLI00100112005,MLI00100112,MLI001001,MLI001,Village,1491,11091797,132,KAYES,KAYES,COMMUNE DE KAYES,Plateau,-11.431952,14.439547
MLI00100000000,MLI00100112,MLI001001,MLI001,Chef-lieu Region,39,,133,KAYES,KAYES,COMMUNE DE KAYES,Kayes,-11.438903,14.448522
MLI00100113001,MLI00100113,MLI001001,MLI001,Village,1192,11028001,134,KAYES,KAYES,KEMENE TAMBO,Ambidedi Poste,-11.793455,14.589930
MLI00100113002,MLI00100113,MLI001001,MLI001,Village,1193,11028067,135,KAYES,KAYES,KEMENE TAMBO,Ambidedi Rive Gauche,-11.764565,14.579869
MLI00100113003,MLI00100113,MLI001001,MLI001,Village,1194,11028133,136,KAYES,KAYES,KEMENE TAMBO,Diakandape Plantation,-11.638248,14.551857
MLI00100113004,MLI00100113,MLI001001,MLI001,Village,1195,11028199,137,KAYES,KAYES,KEMENE TAMBO,Diakandape Village,-11.611179,14.512953
MLI00100113005,MLI00100113,MLI001001,MLI001,Village,1196,11028265,138,KAYES,KAYES,KEMENE TAMBO,Dramane,-11.902122,14.616263
MLI00100113006,MLI00100113,MLI001001,MLI001,Village,1197,11028331,139,KAYES,KAYES,KEMENE TAMBO,Gakoura Rive Gauche,-11.844224,14.603482
MLI00100113007,MLI00100113,MLI001001,MLI001,Village,1198,11028397,140,KAYES,KAYES,KEMENE TAMBO,Gouele,-11.852543,14.389731
MLI00100113008,MLI00100113,MLI001001,MLI001,Village,1199,11028529,141,KAYES,KAYES,KEMENE TAMBO,Makadougou,-11.914382,14.623613
MLI00100113009,MLI00100113,MLI001001,MLI001,Village,1200,11028595,142,KAYES,KAYES,KEMENE TAMBO,Makalagare,-11.919492,14.632494
MLI00100113010,MLI00100113,MLI001001,MLI001,Village,1201,11028661,143,KAYES,KAYES,KEMENE TAMBO,Moussala,-11.715336,14.572829
MLI00100113011,MLI00100113,MLI001001,MLI001,Village,1202,11028727,144,KAYES,KAYES,KEMENE TAMBO,Songone,-11.862213,14.605992
MLI00100113012,MLI00100113,MLI001001,MLI001,Village,1203,11028793,145,KAYES,KAYES,KEMENE TAMBO,Takoutala,-11.672967,14.572829
MLI00100113013,MLI00100113,MLI001001,MLI001,Village,1204,11028859,146,KAYES,KAYES,KEMENE TAMBO,Tambonkane,-11.657748,14.564828
MLI00100113014,MLI00100113,MLI001001,MLI001,Village,1205,11028925,147,KAYES,KAYES,KEMENE TAMBO,Toubabounkane,-11.922702,14.636785
MLI00100113000,MLI00100113,MLI001001,MLI001,Chef-lieu Commune,841,,148,KAYES,KAYES,KEMENE TAMBO,Ambidedi Poste,-11.793455,14.589930
MLI00100114001,MLI00100114,MLI001001,MLI001,Village,1206,11031001,149,KAYES,KAYES,KHOULOUM,Aouro Diallo,-11.325815,14.431206
MLI00100114002,MLI00100114,MLI001001,MLI001,Village,1207,11031091,150,KAYES,KAYES,KHOULOUM,Doussoukane,-11.384364,14.432286
MLI00100114003,MLI00100114,MLI001001,MLI001,Village,1208,11031181,151,KAYES,KAYES,KHOULOUM,Gabou Gopela,-11.286316,14.499102
MLI00100114004,MLI00100114,MLI001001,MLI001,Village,1209,11031271,152,KAYES,KAYES,KHOULOUM,Keniou-soute,-11.292435,14.393182
MLI00100114005,MLI00100114,MLI001001,MLI001,Village,1210,11031361,153,KAYES,KAYES,KHOULOUM,Kersignane,-11.363564,14.469199
MLI00100114006,MLI00100114,MLI001001,MLI001,Village,1211,11031451,154,KAYES,KAYES,KHOULOUM,Kouloum,-11.370474,14.448348
MLI00100114007,MLI00100114,MLI001001,MLI001,Village,1212,11031541,155,KAYES,KAYES,KHOULOUM,Loupourou,-11.292995,14.432066
MLI00100114008,MLI00100114,MLI001001,MLI001,Village,1213,11031541,156,KAYES,KAYES,KHOULOUM,Kaki,-11.258476,14.444007
MLI00100114009,MLI00100114,MLI001001,MLI001,Village,1214,11031541,157,KAYES,KAYES,KHOULOUM,Kouroudiou,-11.318945,14.425195
MLI00100114010,MLI00100114,MLI001001,MLI001,Village,1215,11031631,158,KAYES,KAYES,KHOULOUM,Saboucireding,-11.338445,14.421675
MLI00100114011,MLI00100114,MLI001001,MLI001,Village,1216,11031721,159,KAYES,KAYES,KHOULOUM,Saliabougou,-11.345294,14.455678
MLI00100114012,MLI00100114,MLI001001,MLI001,Village,1217,11031811,160,KAYES,KAYES,KHOULOUM,Segue-peulh,-11.405283,14.500062
MLI00100114013,MLI00100114,MLI001001,MLI001,Village,1218,11031901,161,KAYES,KAYES,KHOULOUM,Soutoukoule,-11.414303,14.447587
MLI00100114000,MLI00100114,MLI001001,MLI001,Chef-lieu Commune,496,,162,KAYES,KAYES,KHOULOUM,Kouloum,-11.376700,14.455600
MLI00100115001,MLI00100115,MLI001001,MLI001,Village,1494,11094001,163,KAYES,KAYES,KOUNIAKARY,Koniakary,-10.899144,14.575550
MLI00100115000,MLI00100115,MLI001001,MLI001,Chef-lieu Commune,493,,164,KAYES,KAYES,KOUNIAKARY,Koniakary,-10.913333,14.577778
MLI00100116001,MLI00100116,MLI001001,MLI001,Village,3389,17043001,165,KAYES,KAYES,KONSIGA,Bediara,-11.018202,14.988559
MLI00100116002,MLI00100116,MLI001001,MLI001,Village,3390,17043334,166,KAYES,KAYES,KONSIGA,Kersignane,-10.986113,14.986739
MLI00100116003,MLI00100116,MLI001001,MLI001,Village,3391,17043334,167,KAYES,KAYES,KONSIGA,Argueta,-11.036252,14.949735
MLI00100116004,MLI00100116,MLI001001,MLI001,Village,3392,17043334,168,KAYES,KAYES,KONSIGA,Sokonala,-10.970553,15.032533
MLI00100116005,MLI00100116,MLI001001,MLI001,Village,3393,17043667,169,KAYES,KAYES,KONSIGA,Komodinde,-11.028532,14.971357
MLI00100116006,MLI00100116,MLI001001,MLI001,Village,3394,17043667,170,KAYES,KAYES,KONSIGA,Bracouf,-11.064431,14.965637
MLI00100116000,MLI00100116,MLI001001,MLI001,Chef-lieu Commune,90,,171,KAYES,KAYES,KONSIGA,Kersignane,-10.986113,14.986739
MLI00100117001,MLI00100117,MLI001001,MLI001,Village,84,11034701,172,KAYES,KAYES,KOUSSANE,Nema,-11.101030,14.973827
MLI00100117002,MLI00100117,MLI001001,MLI001,Village,85,11034736,173,KAYES,KAYES,KOUSSANE,Seounde,-11.215368,14.844965
MLI00100117003,MLI00100117,MLI001001,MLI001,Village,86,11034771,174,KAYES,KAYES,KOUSSANE,Seye Boule,-11.214578,14.818993
MLI00100117004,MLI00100117,MLI001001,MLI001,Village,87,11034806,175,KAYES,KAYES,KOUSSANE,Siroumoulou,-11.335585,14.752926
MLI00100117005,MLI00100117,MLI001001,MLI001,Village,88,11034841,176,KAYES,KAYES,KOUSSANE,Sobia,-11.216968,15.214510
MLI00100117006,MLI00100117,MLI001001,MLI001,Village,89,11034841,177,KAYES,KAYES,KOUSSANE,Bessesse,-11.256937,15.164875
MLI00100117007,MLI00100117,MLI001001,MLI001,Village,90,11034876,178,KAYES,KAYES,KOUSSANE,Taskaye,-11.301136,15.399247
MLI00100117008,MLI00100117,MLI001001,MLI001,Village,91,11034911,179,KAYES,KAYES,KOUSSANE,Zeibath,-11.182458,14.829184
MLI00100117009,MLI00100117,MLI001001,MLI001,Village,92,11034946,180,KAYES,KAYES,KOUSSANE,Zeina Zewas,-11.298676,14.966777
MLI00100117010,MLI00100117,MLI001001,MLI001,Village,1219,11034999,181,KAYES,KAYES,KOUSSANE,Zewas,-11.300196,14.962876
MLI00100117011,MLI00100117,MLI001001,MLI001,Village,1220,11034001,182,KAYES,KAYES,KOUSSANE,Ainamolo,-11.220877,14.781489
MLI00100117012,MLI00100117,MLI001001,MLI001,Village,1221,11034036,183,KAYES,KAYES,KOUSSANE,Asseye Ould Zeba,-11.330245,15.114030
MLI00100117013,MLI00100117,MLI001001,MLI001,Village,1222,11034071,184,KAYES,KAYES,KOUSSANE,Bilazmir,-11.249007,15.007501
MLI00100117014,MLI00100117,MLI001001,MLI001,Village,1223,11034106,185,KAYES,KAYES,KOUSSANE,Charak,-11.158599,14.883919
MLI00100117015,MLI00100117,MLI001001,MLI001,Village,1224,11034141,186,KAYES,KAYES,KOUSSANE,Daba,-11.310286,15.333831
